City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
357,savinka,RU,94.66,overcast clouds,50.0785,47.0994,
358,morondava,MG,75.72,clear sky,-20.2833,44.2833,La Case Bambou
360,ahuimanu,US,78.51,light rain,21.4447,-157.8378,Paradise Bay Resort
363,remontnoye,RU,81.01,overcast clouds,46.5614,43.6501,Remontnoye
364,champerico,GT,86.72,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
365,shingu,JP,76.91,overcast clouds,33.7333,135.9833,Shingu UI Hotel
366,iseyin,NG,82.13,broken clouds,7.9667,3.6,Momak Hotels And Suites
367,richards bay,ZA,70.5,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
368,mahibadhoo,MV,82.85,clear sky,3.7833,72.9667,Omadhoo Inn
369,alta floresta,BR,87.62,smoke,-9.8756,-56.0861,Floresta Amazonica Hotel
371,sao joao da barra,BR,75.29,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
372,nueva loja,EC,77.02,scattered clouds,0.0847,-76.8828,Limoncocha Great Hotel
374,volovo,UA,84.49,clear sky,48.5246,23.5056,Motel Trembita
375,arroyo,ES,97.14,clear sky,41.6096,-4.7969,Hotel El Jardín de la Abadía
376,norfolk,US,77.9,clear sky,42.1668,-71.2495,Residence Inn by Marriott Boston Norwood/Canton
377,alexandria,EG,86.54,clear sky,31.2156,29.9553,Royal Crown Hotel
378,bonavista,CA,77.0,broken clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
379,natal,BR,86.22,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
380,avera,US,81.91,overcast clouds,33.194,-82.5271,
381,york,US,72.9,overcast clouds,40.1254,-77.0,Rodeway Inn
382,kati,ML,85.41,overcast clouds,12.7441,-8.0726,samassa la
383,sihora,IN,81.86,overcast clouds,23.4833,80.1167,Hotel Yash Raj Sihora
387,ejura,GH,86.68,broken clouds,7.3856,-1.3562,Fire Servece
388,huntington,US,70.0,scattered clouds,38.4193,-82.4452,Ramada Limited Huntington
391,ingleside,US,86.99,clear sky,27.8778,-97.2117,Quality Inn Ingleside - Corpus Christi
394,ixtapa,MX,76.23,clear sky,20.7,-105.2,Hotel Plaza Providencia
395,los llanos de aridane,ES,74.95,few clouds,28.6585,-17.9182,Valle Aridane
396,bengkulu,ID,77.18,moderate rain,-3.8004,102.2655,Grage Hotel Bengkulu
397,mawlaik,MM,78.08,overcast clouds,23.6333,94.4167,AKZ Guest House
398,manbij,SY,95.77,clear sky,36.5281,37.9549,Manbej City Hotel
399,wanning,CN,81.27,overcast clouds,18.8003,110.3967,Paradise Hotel
401,new haven,US,76.41,clear sky,41.4001,-72.9329,Clarion Hotel & Suites Hamden-New Haven
404,ushtobe,KZ,70.93,overcast clouds,45.2514,77.9838,"Gostinitsa ""Diyar"""
406,ormara,PK,80.02,overcast clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
409,kerouane,GN,77.49,light rain,9.2667,-9.0167,
410,wajima,JP,73.51,broken clouds,37.4,136.9,Wajiima Onsen Yashio
412,kilindoni,TZ,76.64,clear sky,-7.9139,39.6668,Bustani B&B
414,sinjai,ID,76.68,broken clouds,-5.1241,120.253,Wisma Sandika
417,vila franca do campo,PT,75.61,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
418,pulivendla,IN,85.14,moderate rain,14.4167,78.2333,Kothabalaji
420,kot diji,PK,95.02,clear sky,27.3427,68.7083,"Heritage Park, Restaurant & Guesthouse Kotdiji"
421,lucea,JM,87.66,scattered clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
422,bubaque,GW,76.01,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
423,kloulklubed,PW,77.5,few clouds,7.0419,134.2556,Storyboard Beach Resort
424,sartell,US,76.1,clear sky,45.6216,-94.2069,AmericInn by Wyndham Sartell
425,kota belud,MY,76.86,scattered clouds,6.351,116.4305,Tang Dynasty Lodge Kota Belud
426,kieta,PG,78.87,light rain,-6.2167,155.6333,Uruna Bay Retreat
427,roma,US,71.82,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
429,rock sound,BS,82.33,overcast clouds,24.9,-76.2,Rock Sound Club
430,korla,CN,78.94,overcast clouds,41.7597,86.1469,Gulisitan Hotel
431,pozo colorado,PY,74.14,clear sky,-23.4923,-58.7972,Hospedaje la Amistad
432,port hawkesbury,CA,78.04,broken clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
435,oga,IT,78.69,broken clouds,46.4631,10.347,QC Terme Bagni di Bormio Bagni Nuovi
437,umm kaddadah,SD,90.21,overcast clouds,13.6017,26.6876,
439,gonzales,US,87.78,clear sky,30.2385,-90.9201,Hampton Inn Gonzales
440,luz,BR,83.19,clear sky,-19.8014,-45.6856,Hotel Turista
443,panama city,PA,82.44,few clouds,8.9936,-79.5197,Hotel Riande Granada Urban
446,san andres,CO,84.22,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
447,puerto del rosario,ES,80.35,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
448,piterka,RU,94.14,broken clouds,50.6803,47.4454,
449,chateauneuf-les-martigues,FR,98.02,clear sky,43.3833,5.1667,Hotel Restaurant L'Hacienda
450,bhander,IN,82.89,overcast clouds,25.7333,78.75,Rahul namdev LiC
454,saint-gilles,FR,98.69,clear sky,43.6766,4.4302,Hôtel Restaurant Le Cours
455,urubicha,BO,85.48,few clouds,-15.3833,-62.95,
456,daru,PG,76.59,overcast clouds,-9.0763,143.2092,Daru Lodge
458,bay roberts,CA,78.55,overcast clouds,47.5999,-53.2648,Stonewall Inn
460,lagoa,PT,70.86,few clouds,39.05,-27.9833,Casa Das Faias
461,sabha,LY,94.08,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
462,bontang,ID,79.97,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
464,gazanjyk,TM,93.7,clear sky,39.2446,55.5154,Railway motel
465,tura,IN,75.56,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
469,mayumba,GA,76.8,overcast clouds,-3.432,10.6554,LIKWALE LODGE
472,wilmington,US,87.96,scattered clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
475,rahuri,IN,79.16,overcast clouds,19.3833,74.65,Vitthal Kamats
476,suez,EG,97.5,clear sky,29.9737,32.5263,Green House
477,aksarayskiy,RU,89.55,overcast clouds,46.7924,48.0119,
478,carballo,ES,78.76,clear sky,43.213,-8.691,Pazo do Souto
479,lasa,IT,87.71,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
480,lahij,YE,94.28,few clouds,13.1667,44.5833,
481,yaring,TH,80.26,overcast clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
482,jardim,BR,89.22,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
483,araceli,PH,83.86,overcast clouds,10.5529,119.9913,JBryan Traveler's Inn
484,takoradi,GH,79.03,broken clouds,4.8845,-1.7554,Raybow International Hotel
486,elizabeth city,US,85.03,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
487,skegness,GB,75.42,overcast clouds,53.1436,0.3363,The Royal Hotel
489,almaznyy,RU,77.14,overcast clouds,48.0448,40.045,
490,nanakuli,US,78.75,clear sky,21.3906,-158.1547,Camp Pālehua
491,sao jose da coroa grande,BR,78.26,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
492,novosergiyevka,RU,83.89,overcast clouds,52.0934,53.6528,Gostinichnyy Kompleks Edem
497,bhatkal,IN,77.94,overcast clouds,13.9667,74.5667,Nilawar Palace
498,ayolas,PY,72.39,clear sky,-27.4,-56.9,Hotel Ayolas
501,poum,NC,70.72,broken clouds,-20.2333,164.0167,Gîte kajeon
502,sieradz,PL,84.72,overcast clouds,51.5958,18.7302,Baza noclegowa Mistral
503,saint-francois,FR,89.47,clear sky,46.4154,3.9054,Manoir Du Bonheur
505,marienburg,PL,75.96,scattered clouds,54.0359,19.0266,Hotel Centrum Malbork
506,kushima,JP,77.65,light rain,31.4583,131.2333,Hanaoka
507,qax,AZ,86.99,few clouds,41.4225,46.9242,El Resort Hotel
508,dauphin,CA,77.14,clear sky,51.1494,-100.0502,Canway Inn & Suites
509,siva,EG,99.25,clear sky,29.2041,25.5195,Qasr Alzaytuna Inn
511,san felipe,VE,85.17,overcast clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
512,marzuq,YE,85.62,broken clouds,14.4,46.4667,
513,allapalli,IN,77.5,light rain,19.4167,80.0667,Hotel IK Residency
514,epernay,FR,88.16,overcast clouds,49.05,3.95,ibis Épernay Centre-Ville
520,vite,IN,73.96,broken clouds,17.2833,74.55,Hotel Dreamland
522,tartagal,AR,71.83,clear sky,-22.5164,-63.8013,Almuñecar Hotel
523,omboue,GA,79.83,broken clouds,-1.5746,9.2618,Hotel Olako
524,humberto de campos,BR,88.54,scattered clouds,-2.5983,-43.4611,Pousada do Cabeça
525,jieshi,CN,81.9,few clouds,22.8134,115.8257,Yuehai Hotel
526,lubango,AO,77.34,clear sky,-14.9172,13.4925,Hotel Serra da Chela
528,adre,TD,83.17,broken clouds,13.4667,22.2,
535,ajdabiya,LY,87.01,clear sky,30.7554,20.2263,Almadina Hotel
538,najran,SA,99.25,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
540,alyangula,AU,75.07,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
541,oriximina,BR,88.66,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
542,macau,MO,82.71,few clouds,22.2006,113.5461,Grand Emperor Hotel
545,dombarovskiy,RU,80.26,scattered clouds,50.7587,59.5386,
546,hue,VN,77.11,scattered clouds,16.4667,107.6,Saigon Morin Hotel
547,saint simons,US,85.05,scattered clouds,31.1352,-81.3901,"Holiday Inn Express Saint Simons Island, an IHG Hotel"
550,nueva concepcion,GT,82.17,overcast clouds,14.2,-91.3,Hotel Villa Las Flores
551,lumeje,AO,88.9,clear sky,-11.55,20.7833,
552,sarangani,PH,82.65,overcast clouds,5.4033,125.4636,Ballistic Islet
553,akdepe,TM,86.09,clear sky,42.0551,59.3788,Мой дом
557,dumas,US,78.04,clear sky,35.8656,-101.9732,"Holiday Inn Express & Suites Dumas, an IHG Hotel"
558,lantawan,PH,78.35,overcast clouds,10.6167,123.9833,Durano Ecofarm and Spring Resort
560,grand-lahou,CI,78.31,overcast clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
562,san pedro de ycuamandiyu,PY,82.26,clear sky,-24.0917,-57.0764,Hotel Refugio
563,san cristobal,VE,71.78,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
564,bairiki,KI,82.4,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
568,bonfim,BR,75.58,overcast clouds,3.0833,-59.95,
569,ganzhou,CN,74.37,overcast clouds,28.8184,115.4327,Laotou Farm Restaurant Hostel
572,kulykiv,UA,85.68,broken clouds,50.3142,24.8176,
573,giaginskaya,RU,78.01,overcast clouds,44.8621,40.0719,
574,diffa,NE,91.81,overcast clouds,13.3154,12.6113,ProDAF/Diffa
575,palimbang,PH,79.43,broken clouds,6.2106,124.1894,Felmar Beach resort
576,kijang,KR,74.93,overcast clouds,35.2442,129.2139,Samyang Beach Villa
577,saurimo,AO,92.39,clear sky,-9.6608,20.3916,Hotel Kawissa Saurimo
579,dordrecht,NL,82.22,overcast clouds,51.81,4.6736,Bastion Hotel Dordrecht - Papendrecht
582,gomel,BY,85.98,scattered clouds,52.4345,30.9754,Amaks Vizit Hotel
583,naze,JP,78.04,overcast clouds,28.3667,129.4833,オーベルジュ・アガルイ
586,chazuta,PE,81.45,few clouds,-6.5742,-76.1367,Hospedaje Feliz Amanecer
587,bobcaygeon,CA,71.62,clear sky,44.5462,-78.542,The Bobcaygeon Inn And The Royal Moose Grill & Waterfront Patio
588,hinatuan,PH,77.97,few clouds,8.3722,126.3342,Villa Juanita Hinatuan
589,luau,AO,92.75,clear sky,-10.7073,22.2247,Casa- Bernardo Cândido
591,shirvan,AZ,86.38,overcast clouds,39.9509,48.8994,Nəriman Nərimanov küçəsi Şirvan Azərbaycan
593,auki,SB,76.73,broken clouds,-8.7676,160.7034,Auki Motel
595,harrison,US,85.3,clear sky,30.4091,-89.0436,Residence Inn by Marriott Gulfport-Biloxi Airport
597,alappuzha,IN,78.49,light rain,9.49,76.3264,Panoramic Sea Resort
600,kitob,UZ,77.58,clear sky,39.0843,66.8332,KESH HOTEL
602,vaitape,PF,78.48,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
604,kozyatyn,UA,82.38,clear sky,49.7143,28.8339,"Hotelʹ ""Iryna"""
605,sao benedito do rio preto,BR,92.86,few clouds,-3.3336,-43.5283,João de Barro Hotel
606,nago,JP,82.56,clear sky,26.5881,127.9761,Hotel Yugaf Inn Okinawa
608,toccoa,US,80.28,scattered clouds,34.5773,-83.3324,Quality Inn
609,guarapari,BR,75.09,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
610,jam sahib,PK,95.02,clear sky,26.2958,68.6292,Al Madina
611,sorong,ID,75.52,overcast clouds,-0.8833,131.25,waigo splash hotel
617,phanat nikhom,TH,82.27,light rain,13.4458,101.1844,I-Destiny Gallery Resort
618,oistins,BB,86.09,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
619,marinhais,PT,99.64,scattered clouds,39.0473,-8.7024,casa haver
621,bugiri,UG,75.94,scattered clouds,0.5714,33.7417,Gilgal Guest House
622,key west,US,87.8,few clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
624,kualakapuas,ID,77.16,overcast clouds,-3.0091,114.3876,Guest House Izonk
627,awjilah,LY,98.08,clear sky,29.1081,21.2869,
628,el cope,PA,74.86,overcast clouds,8.6167,-80.6,Hostal Buena Esperanza
629,nishihara,JP,81.68,few clouds,26.1842,127.7558,Minshuku Agaihama
630,rokytnice nad jizerou,CZ,82.35,overcast clouds,50.7256,15.4336,Hotel Fit Fun
632,camopi,GF,87.21,broken clouds,3.1655,-52.3158,
634,leczyca,PL,85.08,overcast clouds,52.0596,19.1997,Bursa szkolna
637,nizhniy kislyay,RU,78.3,overcast clouds,50.8497,40.1719,
639,akyab,MM,81.63,moderate rain,20.15,92.9,Hotel Memory
640,sira,IN,76.96,overcast clouds,13.7453,76.9092,Healthy lifestyle club
642,orahovac,XK,91.53,clear sky,42.3994,20.6547,Esra Palace
645,golden,US,77.67,broken clouds,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
647,ugoofaaru,MV,82.49,broken clouds,5.6667,73.0,Ungoofaaru Inn
654,bohodukhiv,UA,84.24,broken clouds,50.1647,35.5276,мотель Сюжет
656,kailua,US,78.78,light rain,21.4022,-157.7394,Sheffield House Bed & Breakfast
658,intipuca,SV,83.19,overcast clouds,13.1969,-88.0544,Tropiclub Playa El Cuco
661,udomlya,RU,70.07,overcast clouds,57.8794,34.9925,Rus'
662,liberal,US,75.15,clear sky,37.0431,-100.921,Hampton Inn & Suites Liberal
666,derzhavinsk,KZ,74.62,clear sky,51.1,66.3167,Ooo.khim Baza
669,manicore,BR,80.55,scattered clouds,-5.8092,-61.3003,Hotel Durval
670,caravelas,BR,77.88,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
